affiliation,level,season,number
SFG,Rk,1970,1
SFG,Rk,1971,1
SFG,Rk,1972,1
ANA,A+,1995,1
ANA,A+,1997,1
ANA,A+,2017,1
ANA,A+,1998,1
ANA,A+,2016,1
ANA,A+,2015,1
ANA,A+,2014,1
SFG,Other,1943,1
ANA,A+,2013,1
ANA,A+,2012,1
ANA,A+,2011,1
ANA,A+,2010,1
ANA,A+,2009,1
ANA,A+,2008,1
ANA,A+,2007,1
ANA,A+,2006,1
ANA,A+,2005,1
ANA,A+,2004,1
ANA,A+,2003,1
ANA,A+,2002,1
ANA,A+,2001,1
ANA,A+,2000,1
ANA,A+,1999,1
SFG,MLB,1981,1
SFG,MLB,1979,1
SEA,FRk,1998,1
SFG,MLB,1921,1
SFG,MLB,1912,1
SFG,MLB,1913,1
SFG,MLB,1914,1
SFG,MLB,1915,1
SFG,MLB,1916,1
SFG,MLB,1917,1
SFG,MLB,1918,1
SFG,MLB,1919,1
SFG,MLB,1920,1
SFG,MLB,1922,1
SFG,MLB,1978,1
SFG,MLB,1923,1
SFG,MLB,1924,1
SFG,MLB,1925,1
SFG,MLB,1926,1
SFG,MLB,1927,1
SFG,MLB,1928,1
SFG,MLB,1929,1
SFG,MLB,1930,1
SFG,MLB,1931,1
SFG,MLB,1911,1
SFG,MLB,1910,1
SFG,MLB,1909,1
SFG,MLB,1908,1
SFG,MLB,1889,1
SFG,MLB,1890,1
SFG,MLB,1891,1
SFG,MLB,1892,1
SFG,MLB,1893,1
SFG,MLB,1894,1
SFG,MLB,1895,1
SFG,MLB,1896,1
SFG,MLB,1897,1
SFG,MLB,1898,1
SFG,MLB,1899,1
SFG,MLB,1900,1
SFG,MLB,1901,1
SFG,MLB,1902,1
SFG,MLB,1903,1
SFG,MLB,1904,1
SFG,MLB,1905,1
SFG,MLB,1906,1
SFG,MLB,1907,1
SFG,MLB,1932,1
SFG,MLB,1933,1
SFG,MLB,1934,1
SFG,MLB,1957,1
SFG,MLB,1959,1
SFG,MLB,1960,1
SFG,MLB,1961,1
SFG,MLB,1962,1
SFG,MLB,1963,1
SFG,MLB,1964,1
SFG,MLB,1965,1
SFG,MLB,1966,1
SFG,MLB,1967,1
SFG,MLB,1968,1
SFG,MLB,1969,1
SFG,MLB,1970,1
SFG,MLB,1971,1
SFG,MLB,1972,1
SFG,MLB,1973,1
SFG,MLB,1974,1
SFG,MLB,1975,1
SFG,MLB,1976,1
SFG,MLB,1977,1
SFG,MLB,1958,1
SFG,MLB,1956,1
SFG,MLB,1935,1
SFG,MLB,1955,1
SFG,MLB,1936,1
SFG,MLB,1937,1
SFG,MLB,1938,1
SFG,MLB,1939,1
SFG,MLB,1940,1
SFG,MLB,1941,1
SFG,MLB,1942,1
SFG,MLB,1943,1
SFG,MLB,1944,1
SFG,MLB,1945,1
SFG,MLB,1946,1
SFG,MLB,1947,1
SFG,MLB,1948,1
SFG,MLB,1949,1
SFG,MLB,1950,1
SFG,MLB,1951,1
SFG,MLB,1952,1
SFG,MLB,1953,1
SFG,MLB,1954,1
SFG,Rk,1973,1
SFG,Rk,1974,1
SFG,Rk,1975,1
STL,A+,2015,1
STL,A+,2006,1
STL,A+,2007,1
STL,A+,2008,1
STL,A+,2009,1
STL,A+,2010,1
STL,A+,2011,1
STL,A+,2012,1
STL,A+,2013,1
STL,A+,2014,1
STL,A+,2016,1
SFG,Rk,1976,1
STL,A+,2017,1
STL,A+,2018,1
STL,A+,2019,1
STL,A+,2021,1
STL,A-,1967,1
STL,A-,1968,1
STL,A-,1969,1
STL,A-,1970,1
STL,A-,1981,1
STL,A+,2005,1
STL,A+,2004,1
STL,A+,2003,1
STL,A+,2002,1
STL,A,2014,1
STL,A,2015,1
STL,A,2016,1
STL,A,2017,1
STL,A,2018,1
STL,A,2019,1
STL,A,2021,1
STL,A+,1990,1
STL,A+,1991,1
STL,A+,1992,1
STL,A+,1993,1
STL,A+,1994,1
STL,A+,1995,1
STL,A+,1996,1
STL,A+,1997,1
STL,A+,1998,1
STL,A+,1999,1
STL,A+,2000,1
STL,A+,2001,1
STL,A-,1982,1
STL,A-,1983,1
STL,A-,1984,1
STL,A-,2007,1
STL,A-,2009,1
STL,A-,2010,1
STL,A-,2011,1
STL,A-,2012,1
STL,A-,2013,1
STL,A-,2014,1
STL,A-,2015,1
STL,A-,2016,1
STL,A-,2017,1
STL,A-,2018,1
STL,A-,2019,1
STL,AA,1927,1
STL,AA,1928,1
STL,AA,1929,1
STL,AA,1930,1
STL,AA,1931,1
ANA,A,2005,1
ANA,A,2004,1
ANA,A,2003,1
STL,A-,2008,1
STL,A-,2006,1
STL,A-,1985,1
STL,A-,2005,1
STL,A-,1986,1
STL,A-,1987,1
STL,A-,1988,1
STL,A-,1989,1
STL,A-,1990,1
STL,A-,1991,1
STL,A-,1992,1
STL,A-,1993,1
STL,A-,1994,1
STL,A-,1995,1
STL,A-,1996,1
STL,A-,1997,1
STL,A-,1998,1
STL,A-,1999,1
STL,A-,2000,1
STL,A-,2001,1
STL,A-,2002,1
STL,A-,2003,1
STL,A-,2004,1
STL,A,2013,1
STL,A,2012,1
STL,A,2011,1
SFG,Rk,2007,1
SFG,Rk,2009,1
SFG,Rk,2010,1
SFG,Rk,2011,1
SFG,Rk,2012,1
SFG,Rk,2013,1
SFG,Rk,2014,1
SFG,Rk,2015,1
SFG,Rk,2016,1
SFG,Rk,2017,1
STL,A,1921,1
STL,A,1922,1
STL,A,1923,1
STL,A,1924,1
STL,A,1925,1
STL,A,1926,1
STL,A,1927,1
STL,A,1928,1
STL,A,1929,1
STL,A,1930,1
SFG,Rk,2008,1
SFG,Rk,2006,1
ANA,A+,1994,1
SFG,Rk,2005,1
SFG,Rk,1977,1
SFG,Rk,1978,1
SFG,Rk,1979,1
SFG,Rk,1980,1
SFG,Rk,1981,1
SFG,Rk,1982,1
SFG,Rk,1983,1
SFG,Rk,1987,1
SFG,Rk,1988,1
SFG,Rk,1989,1
SFG,Rk,1991,1
SFG,Rk,1992,1
SFG,Rk,1993,1
SFG,Rk,1994,1
SFG,Rk,2000,1
SFG,Rk,2001,1
SFG,Rk,2002,1
SFG,Rk,2003,1
SFG,Rk,2004,1
STL,A,1931,1
STL,A,1935,1
STL,A,2010,1
ANA,A,2012,1
ANA,A,2010,1
ANA,A,2009,1
ANA,A,2008,1
ANA,A,2007,1
ANA,A,2006,1
STL,A,1996,1
STL,A,1997,1
STL,A,1998,1
STL,A,1999,1
STL,A,2000,1
STL,A,2001,1
STL,A,2002,1
STL,A,2003,1
STL,A,2004,1
STL,A,2005,1
STL,A,2006,1
STL,A,2007,1
STL,A,2008,1
STL,A,2009,1
ANA,A,2011,1
ANA,A,2013,1
STL,A,1936,1
STL,A,1976,1
STL,A,1937,1
STL,A,1946,1
ANA,A+,1993,1
STL,A,1957,1
STL,A,1958,1
STL,A,1959,1
STL,A,1961,1
STL,A,1962,1
ANA,A+,1992,1
ANA,A+,1991,1
ANA,A+,1990,1
ANA,A,2021,1
ANA,A,2019,1
ANA,A,2018,1
ANA,A,2017,1
ANA,A,2016,1
ANA,A,2015,1
ANA,A,2014,1
STL,A,1975,1
SFG,MLB,1888,1
SFG,MLB,1887,1
SFG,MLB,1886,1
SFG,A,2019,1
SFG,A,2010,1
SFG,A,2011,1
SFG,A,2012,1
SFG,A,2013,1
SFG,A,2014,1
SFG,A,2015,1
SFG,A,2016,1
SFG,A,2017,1
SFG,A,2018,1
SFG,A,2021,1
SFG,A-,2011,1
SFG,A+,1990,1
SFG,A+,1991,1
SFG,A+,1992,1
SFG,A+,1993,1
SFG,A+,1994,1
SFG,A+,1995,1
SFG,A+,1996,1
SFG,A+,2001,1
SFG,A+,2002,1
SFG,A,2009,1
SFG,A,2008,1
SFG,A,2007,1
SFG,A,2006,1
SFG,A,1960,1
SFG,A,1961,1
SFG,A,1962,1
ANA,A-,1983,1
ANA,A-,1982,1
ANA,A-,1981,1
ANA,A-,1971,1
SFG,A,1990,1
SFG,A,1991,1
SFG,A,1992,1
SFG,A,1993,1
SFG,A,1994,1
SFG,A,1995,1
SFG,A,1996,1
SFG,A,2001,1
SFG,A,2002,1
SFG,A,2003,1
SFG,A,2004,1
SFG,A,2005,1
SFG,A+,2003,1
SFG,A+,2004,1
SFG,A+,2005,1
SFG,A-,1989,1
SFG,A-,1991,1
SFG,A-,1992,1
SFG,A-,1993,1
SFG,A-,1994,1
SFG,A-,1995,1
SFG,A-,1996,1
SFG,A-,1997,1
SFG,A-,1998,1
SFG,A-,1999,1
SFG,A-,2000,1
SFG,A-,2001,1
SFG,A-,2002,1
SFG,A-,2003,1
SFG,A-,2004,1
SFG,A-,2005,1
SFG,A-,2006,1
SFG,A-,2007,1
SFG,A-,2008,1
SFG,A-,2009,1
SFG,A-,1990,1
SFG,A-,1988,1
SFG,A+,2006,1
SFG,A-,1987,1
SFG,A+,2007,1
SFG,A+,2008,1
SFG,A+,2009,1
SFG,A+,2010,1
SFG,A+,2011,1
SFG,A+,2012,1
SFG,A+,2013,1
SFG,A+,2014,1
SFG,A+,2015,1
SFG,A+,2016,1
SFG,A+,2017,1
SFG,A+,2018,1
SFG,A+,2019,1
SFG,A+,2021,1
SFG,A-,1967,1
SFG,A-,1968,1
SFG,A-,1984,1
SFG,A-,1985,1
SFG,A-,1986,1
SFG,A,1959,1
SFG,A,1958,1
SFG,A,1957,1
SEA,MLB,1989,1
SEA,MLB,1991,1
SEA,MLB,1992,1
SEA,MLB,1993,1
SEA,MLB,1994,1
SEA,MLB,1995,1
SEA,MLB,1996,1
SEA,MLB,1997,1
SEA,MLB,1998,1
SEA,MLB,1999,1
SEA,MLB,2000,1
SEA,MLB,2001,1
SEA,MLB,2002,1
SEA,MLB,2003,1
SEA,MLB,2004,1
SEA,MLB,2005,1
SEA,MLB,2006,1
SEA,MLB,2007,1
SEA,MLB,2008,1
SEA,MLB,2009,1
SEA,MLB,1990,1
SEA,MLB,1988,1
SEA,MLB,2011,1
SEA,MLB,1987,1
SEA,FRk,1999,1
SEA,FRk,2000,1
SEA,FRk,2001,1
ANA,A-,1984,1
SEA,FRk,2016,1
SEA,FRk,2017,1
SEA,FRk,2018,1
SEA,FRk,2019,1
SEA,FRk,2021,1
SEA,MLB,1977,1
SEA,MLB,1978,1
SEA,MLB,1979,1
SEA,MLB,1980,1
SEA,MLB,1981,1
SEA,MLB,1982,1
SEA,MLB,1983,1
SEA,MLB,1984,1
SEA,MLB,1985,1
SEA,MLB,1986,1
SEA,MLB,2010,1
SEA,MLB,2012,1
SFG,A,1954,1
SEA,Rk,1999,1
SEA,Rk,2001,1
SEA,Rk,2002,1
SEA,Rk,2003,1
SEA,Rk,2004,1
SEA,Rk,2005,1
SEA,Rk,2006,1
SEA,Rk,2007,1
SEA,Rk,2015,1
SEA,Rk,2016,1
SEA,Rk,2017,1
SEA,Rk,2018,1
SEA,Rk,2019,1
SEA,Rk,2021,1
SFG,A,1932,1
SFG,A,1934,1
SFG,A,1935,1
SFG,A,1943,1
SFG,A,1946,1
SFG,A,1953,1
SEA,Rk,2000,1
SEA,Rk,1998,1
SEA,MLB,2013,1
SEA,Rk,1997,1
SEA,MLB,2014,1
SEA,MLB,2015,1
SEA,MLB,2016,1
SEA,MLB,2017,1
SEA,MLB,2018,1
SEA,MLB,2019,1
SEA,MLB,2020,1
SEA,MLB,2021,1
SEA,Other,1977,1
SEA,Rk,1984,1
SEA,Rk,1988,1
SEA,Rk,1989,1
SEA,Rk,1990,1
SEA,Rk,1991,1
SEA,Rk,1992,1
SEA,Rk,1993,1
SEA,Rk,1994,1
SEA,Rk,1995,1
SEA,Rk,1996,1
SFG,A-,2010,1
SFG,A-,2012,1
SFG,MLB,1885,1
SFG,AAA,1994,1
SFG,AAA,1985,1
SFG,AAA,1986,1
SFG,AAA,1987,1
SFG,AAA,1988,1
SFG,AAA,1989,1
SFG,AAA,1990,1
SFG,AAA,1991,1
SFG,AAA,1992,1
SFG,AAA,1993,1
SFG,AAA,1995,1
SFG,A-,2013,1
SFG,AAA,1996,1
SFG,AAA,1997,1
SFG,AAA,1998,1
SFG,AAA,1999,1
SFG,AAA,2000,1
SFG,AAA,2001,1
SFG,AAA,2002,1
SFG,AAA,2003,1
SFG,AAA,2004,1
SFG,AAA,1984,1
SFG,AAA,1983,1
SFG,AAA,1982,1
SFG,AAA,1981,1
SFG,AAA,1962,1
SFG,AAA,1963,1
SFG,AAA,1964,1
SFG,AAA,1965,1
SFG,AAA,1966,1
SFG,AAA,1967,1
SFG,AAA,1968,1
SFG,AAA,1969,1
SFG,AAA,1970,1
SFG,AAA,1971,1
SFG,AAA,1972,1
SFG,AAA,1973,1
SFG,AAA,1974,1
SFG,AAA,1975,1
SFG,AAA,1976,1
SFG,AAA,1977,1
SFG,AAA,1978,1
SFG,AAA,1979,1
SFG,AAA,1980,1
SFG,AAA,2005,1
SFG,AAA,2006,1
SFG,AAA,2007,1
SFG,FRk,2001,1
SFG,FRk,2003,1
SFG,FRk,2004,1
SFG,FRk,2005,1
SFG,FRk,2006,1
SFG,FRk,2007,1
SFG,FRk,2008,1
SFG,FRk,2009,1
SFG,FRk,2010,1
SFG,FRk,2011,1
SFG,FRk,2012,1
SFG,FRk,2013,1
SFG,FRk,2014,1
SFG,FRk,2015,1
SFG,FRk,2016,1
SFG,FRk,2017,1
SFG,FRk,2018,1
SFG,FRk,2019,1
SFG,MLB,1883,1
SFG,MLB,1884,1
SFG,FRk,2002,1
SFG,FRk,2000,1
SFG,AAA,2008,1
SFG,FRk,1999,1
SFG,AAA,2009,1
SFG,AAA,2010,1
SFG,AAA,2011,1
SFG,AAA,2012,1
SFG,AAA,2013,1
SFG,AAA,2014,1
SFG,AAA,2015,1
SFG,AAA,2016,1
SFG,AAA,2017,1
SFG,AAA,2018,1
SFG,AAA,2019,1
SFG,AAA,2021,1
SFG,FRk,1992,1
SFG,FRk,1993,1
SFG,FRk,1994,1
SFG,FRk,1995,1
SFG,FRk,1996,1
SFG,FRk,1997,1
SFG,FRk,1998,1
SFG,AAA,1961,1
SFG,AAA,1960,1
SFG,AAA,1959,1
SFG,AA,1959,1
SFG,AA,1961,1
SFG,AA,1962,1
SFG,AA,1965,1
SFG,AA,1966,1
SFG,AA,1967,1
SFG,AA,1968,1
SFG,AA,1969,1
SFG,AA,1970,1
SFG,AA,1971,1
SFG,AA,1972,1
SFG,AA,1973,1
SFG,AA,1974,1
SFG,AA,1975,1
SFG,AA,1976,1
SFG,AA,1977,1
SFG,AA,1978,1
SFG,AA,1979,1
SFG,AA,1980,1
SFG,AA,1981,1
SFG,AA,1960,1
SFG,AA,1958,1
SFG,AA,1983,1
SFG,AA,1957,1
SFG,A-,2014,1
SFG,A-,2015,1
SFG,A-,2016,1
SFG,A-,2017,1
SFG,A-,2018,1
SFG,A-,2019,1
SFG,AA,1937,1
SFG,AA,1938,1
SFG,AA,1939,1
SFG,AA,1940,1
SFG,AA,1941,1
SFG,AA,1942,1
SFG,AA,1943,1
SFG,AA,1944,1
SFG,AA,1952,1
SFG,AA,1953,1
SFG,AA,1954,1
SFG,AA,1955,1
SFG,AA,1956,1
SFG,AA,1982,1
SFG,AA,1984,1
SFG,AAA,1958,1
SFG,AA,2007,1
SFG,AA,2009,1
SFG,AA,2010,1
SFG,AA,2011,1
SFG,AA,2012,1
SFG,AA,2013,1
SFG,AA,2014,1
SFG,AA,2015,1
SFG,AA,2016,1
SFG,AA,2017,1
SFG,AA,2018,1
SFG,AA,2019,1
SFG,AA,2021,1
ANA,A-,1970,1
SFG,AAA,1952,1
SFG,AAA,1953,1
SFG,AAA,1954,1
SFG,AAA,1955,1
SFG,AAA,1956,1
SFG,AAA,1957,1
SFG,AA,2008,1
SFG,AA,2006,1
SFG,AA,1985,1
SFG,AA,2005,1
SFG,AA,1986,1
SFG,AA,1987,1
SFG,AA,1988,1
SFG,AA,1989,1
SFG,AA,1990,1
SFG,AA,1991,1
SFG,AA,1992,1
SFG,AA,1993,1
SFG,AA,1994,1
SFG,AA,1995,1
SFG,AA,1996,1
SFG,AA,1997,1
SFG,AA,1998,1
SFG,AA,1999,1
SFG,AA,2000,1
SFG,AA,2001,1
SFG,AA,2002,1
SFG,AA,2003,1
SFG,AA,2004,1
MIN,AAA,2016,1
MIL,FRk,1994,1
MIN,AAA,2014,1
CHW,A,1948,1
CHC,Rk,2012,1
CHC,Rk,2013,1
CHC,Rk,2014,1
CHC,Rk,2015,1
CHC,Rk,2016,1
CHC,Rk,2017,1
CHC,Rk,2021,1
CHW,A,1935,1
CHW,A,1946,1
CHW,A,1950,1
CHW,A,1961,1
CHW,A,1951,1
CHW,A,1952,1
CHW,A,1953,1
CHW,A,1954,1
CHW,A,1955,1
CHW,A,1956,1
CHW,A,1957,1
CHW,A,1958,1
CHW,A,1959,1
CHC,Rk,2011,1
CHC,Rk,2010,1
CHC,Rk,2009,1
CHC,Rk,2008,1
CHC,Rk,1986,1
CHC,Rk,1987,1
CHC,Rk,1988,1
CHC,Rk,1989,1
CHC,Rk,1990,1
CHC,Rk,1991,1
CHC,Rk,1995,1
CHC,Rk,1996,1
CHC,Rk,1997,1
CHC,Rk,1998,1
CHC,Rk,1999,1
CHC,Rk,2000,1
CHC,Rk,2001,1
CHC,Rk,2002,1
CHC,Rk,2003,1
CHC,Rk,2004,1
CHC,Rk,2005,1
CHC,Rk,2006,1
CHC,Rk,2007,1
CHW,A,1960,1
CHW,A,1962,1
CHC,MLB,1989,1
CHW,A,2007,1
CHW,A,1998,1
CHW,A,1999,1
CHW,A,2000,1
CHW,A,2001,1
CHW,A,2002,1
CHW,A,2003,1
CHW,A,2004,1
CHW,A,2005,1
CHW,A,2006,1
CHW,A,2008,1
ARI,A+,2010,1
CHW,A,2009,1
CHW,A,2010,1
CHW,A,2011,1
CHW,A,2012,1
CHW,A,2013,1
CHW,A,2014,1
CHW,A,2015,1
CHW,A,2016,1
CHW,A,2017,1
CHW,A,1997,1
CHW,A,1992,1
CHW,A,1991,1
CHW,A,1990,1
ARI,A+,2009,1
ARI,A+,2008,1
ARI,A+,2007,1
CHW,A,1970,1
CHW,A,1971,1
CHW,A,1972,1
CHW,A,1973,1
CHW,A,1974,1
CHW,A,1975,1
CHW,A,1976,1
CHW,A,1977,1
CHW,A,1978,1
CHW,A,1979,1
CHW,A,1980,1
CHW,A,1981,1
CHW,A,1982,1
CHW,A,1983,1
CHW,A,1984,1
CHW,A,1985,1
CHC,Rk,1985,1
CHC,Rk,1984,1
CHC,Rk,1983,1
ARI,A-,2016,1
CHC,MLB,2014,1
CHC,MLB,2015,1
CHC,MLB,2016,1
CHC,MLB,2017,1
CHC,MLB,2018,1
CHC,MLB,2019,1
CHC,MLB,2020,1
CHC,MLB,2021,1
CHC,Other,1934,1
ARI,A-,2015,1
CHC,Rk,1982,1
ARI,A-,2014,1
ARI,A-,2013,1
ARI,A-,2012,1
ARI,A-,2011,1
ARI,A-,2010,1
ARI,A-,2009,1
ARI,A-,2008,1
ARI,A-,2007,1
ARI,A-,2006,1
CHC,MLB,2013,1
CHC,MLB,2012,1
CHC,MLB,2011,1
CHC,MLB,2010,1
CHC,MLB,1991,1
CHC,MLB,1992,1
CHC,MLB,1993,1
CHC,MLB,1994,1
CHC,MLB,1995,1
CHC,MLB,1996,1
CHC,MLB,1997,1
CHC,MLB,1998,1
CHC,MLB,1999,1
CHC,MLB,2000,1
CHC,MLB,2001,1
CHC,MLB,2002,1
CHC,MLB,2003,1
CHC,MLB,2004,1
CHC,MLB,2005,1
CHC,MLB,2006,1
CHC,MLB,2007,1
CHC,MLB,2008,1
CHC,MLB,2009,1
ARI,A-,2005,1
ARI,A-,2004,1
ARI,A-,2003,1
CHC,Other,1975,1
CHC,Other,1977,1
CHC,Rk,1964,1
CHC,Rk,1965,1
CHC,Rk,1966,1
CHC,Rk,1967,1
CHC,Rk,1968,1
CHC,Rk,1969,1
CHC,Rk,1970,1
CHC,Rk,1971,1
CHC,Rk,1972,1
CHC,Rk,1973,1
CHC,Rk,1974,1
CHC,Rk,1975,1
CHC,Rk,1976,1
CHC,Rk,1977,1
CHC,Rk,1978,1
CHC,Rk,1979,1
CHC,Rk,1980,1
CHC,Rk,1981,1
CHC,Other,1976,1
CHC,Other,1974,1
ARI,A-,2002,1
CHC,Other,1973,1
ARI,A-,2001,1
ARI,A+,2021,1
ARI,A+,2019,1
ARI,A+,2018,1
ARI,A+,2017,1
ARI,A+,2016,1
ARI,A+,2015,1
ARI,A+,2014,1
ARI,A+,2013,1
ARI,A+,2012,1
ARI,A+,2011,1
CHC,Other,1963,1
CHC,Other,1964,1
CHC,Other,1966,1
CHC,Other,1967,1
CHC,Other,1968,1
CHC,Other,1969,1
CHC,Other,1970,1
CHC,Other,1971,1
CHW,A,2018,1
CHW,A,2019,1
CHW,A,2021,1
CHW,AAA,1960,1
CHW,AAA,1948,1
CHW,AAA,1950,1
CHW,AAA,1951,1
CHW,AAA,1952,1
CHW,AAA,1953,1
CHW,AAA,1954,1
CHW,AAA,1957,1
CHW,AAA,1958,1
CHW,AAA,1959,1
CHW,AAA,1961,1
CHW,AA,1998,1
CHW,AAA,1962,1
CHW,AAA,1963,1
CHW,AAA,1964,1
CHW,AAA,1965,1
CHW,AAA,1966,1
CHW,AAA,1967,1
CHW,AAA,1968,1
CHW,AAA,1969,1
CHW,AAA,1970,1
CHW,AAA,1947,1
CHW,AAA,1946,1
CHW,AA,2021,1
CHW,AA,2019,1
CHW,AA,2000,1
CHW,AA,2001,1
CHW,AA,2002,1
CHW,AA,2003,1
CHW,AA,2004,1
CHW,AA,2005,1
CHW,AA,2006,1
CHW,AA,2007,1
CHW,AA,2008,1
CHW,AA,2009,1
CHW,AA,2010,1
CHW,AA,2011,1
CHW,AA,2012,1
CHW,AA,2013,1
CHW,AA,2014,1
CHW,AA,2015,1
CHW,AA,2016,1
CHW,AA,2017,1
CHW,AA,2018,1
CHW,AAA,1971,1
CHW,AAA,1972,1
CHW,AAA,1973,1
CHW,AAA,1996,1
CHW,AAA,1998,1
CHW,AAA,1999,1
CHW,AAA,2000,1
CHW,AAA,2001,1
CHW,AAA,2002,1
CHW,AAA,2003,1
CHW,AAA,2004,1
CHW,AAA,2005,1
CHW,AAA,2006,1
CHW,AAA,2007,1
CHW,AAA,2008,1
CHW,AAA,2009,1
CHW,AAA,2010,1
CHW,AAA,2011,1
CHW,AAA,2012,1
CHW,AAA,2013,1
CHW,AAA,2014,1
CHW,AAA,2015,1
CHW,AAA,2016,1
CHW,AAA,1997,1
CHW,AAA,1995,1
CHW,AAA,1974,1
CHW,AAA,1994,1
CHW,AAA,1975,1
CHW,AAA,1976,1
CHW,AAA,1977,1
CHW,AAA,1978,1
CHW,AAA,1979,1
CHW,AAA,1980,1
CHW,AAA,1981,1
CHW,AAA,1982,1
CHW,AAA,1983,1
CHW,AAA,1984,1
CHW,AAA,1985,1
CHW,AAA,1986,1
CHW,AAA,1987,1
CHW,AAA,1988,1
CHW,AAA,1989,1
CHW,AAA,1990,1
CHW,AAA,1991,1
CHW,AAA,1992,1
CHW,AAA,1993,1
CHW,AA,1999,1
CHW,AA,1997,1
CHW,A+,1990,1
CHW,A-,1970,1
CHW,A+,2014,1
CHW,A+,2015,1
CHW,A+,2016,1
CHW,A+,2017,1
CHW,A+,2018,1
CHW,A+,2019,1
CHW,A+,2021,1
CHW,A-,1968,1
CHW,A-,1969,1
CHW,A-,1982,1
CHW,AA,1996,1
CHW,A-,1983,1
CHW,A-,1984,1
CHW,A-,1985,1
CHW,A-,1988,1
CHW,A-,1989,1
CHW,A-,1990,1
CHW,A-,1991,1
CHW,A-,1992,1
CHW,AA,1935,1
CHW,A+,2013,1
CHW,A+,2012,1
CHW,A+,2011,1
CHW,A+,2010,1
CHW,A+,1991,1
CHW,A+,1992,1
CHW,A+,1993,1
CHW,A+,1994,1
CHW,A+,1995,1
CHW,A+,1996,1
CHW,A+,1997,1
CHW,A+,1998,1
CHW,A+,1999,1
CHW,A+,2000,1
CHW,A+,2001,1
CHW,A+,2002,1
CHW,A+,2003,1
CHW,A+,2004,1
CHW,A+,2005,1
CHW,A+,2006,1
CHW,A+,2007,1
CHW,A+,2008,1
CHW,A+,2009,1
CHW,AA,1936,1
CHW,AA,1937,1
CHW,AA,1938,1
CHW,AA,1975,1
CHW,AA,1977,1
CHW,AA,1978,1
CHW,AA,1979,1
CHW,AA,1980,1
CHW,AA,1981,1
CHW,AA,1982,1
CHW,AA,1983,1
CHW,AA,1984,1
CHW,AA,1985,1
CHW,AA,1986,1
CHW,AA,1987,1
CHW,AA,1988,1
CHW,AA,1989,1
CHW,AA,1990,1
CHW,AA,1991,1
CHW,AA,1992,1
CHW,AA,1993,1
CHW,AA,1994,1
CHW,AA,1995,1
CHW,AA,1976,1
CHW,AA,1974,1
CHW,AA,1939,1
CHW,AA,1973,1
CHW,AA,1948,1
CHW,AA,1949,1
CHW,AA,1950,1
CHW,AA,1951,1
CHW,AA,1952,1
CHW,AA,1953,1
CHW,AA,1954,1
CHW,AA,1955,1
CHW,AA,1956,1
CHW,AA,1963,1
CHW,AA,1964,1
CHW,AA,1965,1
CHW,AA,1966,1
CHW,AA,1967,1
CHW,AA,1968,1
CHW,AA,1969,1
CHW,AA,1970,1
CHW,AA,1971,1
CHW,AA,1972,1
CHC,MLB,1990,1
CHC,MLB,1988,1
CHC,A,2004,1
CHC,AA,1971,1
CHC,AA,1962,1
CHC,AA,1963,1
CHC,AA,1964,1
CHC,AA,1965,1
CHC,AA,1966,1
CHC,AA,1967,1
CHC,AA,1968,1
CHC,AA,1969,1
CHC,AA,1970,1
CHC,AA,1972,1
CHC,AA,1983,1
CHC,AA,1973,1
CHC,AA,1974,1
CHC,AA,1975,1
CHC,AA,1976,1
CHC,AA,1977,1
CHC,AA,1978,1
CHC,AA,1979,1
CHC,AA,1980,1
CHC,AA,1981,1
CHC,AA,1961,1
CHC,AA,1960,1
CHC,AA,1959,1
CHC,AA,1958,1
CHC,AA,1928,1
CHC,AA,1929,1
CHC,AA,1930,1
CHC,AA,1932,1
CHC,AA,1933,1
CHC,AA,1934,1
CHC,AA,1935,1
CHC,AA,1936,1
CHC,AA,1937,1
CHC,AA,1938,1
CHC,AA,1943,1
CHC,AA,1944,1
CHC,AA,1945,1
CHC,AA,1948,1
CHC,AA,1949,1
CHC,AA,1950,1
CHC,AA,1951,1
CHC,AA,1954,1
CHC,AA,1956,1
CHC,AA,1982,1
CHC,AA,1984,1
CHC,MLB,1987,1
CHC,AA,2018,1
CHC,AA,2009,1
CHC,AA,2010,1
CHC,AA,2011,1
CHC,AA,2012,1
CHC,AA,2013,1
CHC,AA,2014,1
CHC,AA,2015,1
CHC,AA,2016,1
CHC,AA,2017,1
CHC,AA,2019,1
CHC,AA,1985,1
CHC,AA,2021,1
CHC,AAA,1946,1
CHC,AAA,1947,1
CHC,AAA,1948,1
CHC,AAA,1949,1
CHC,AAA,1952,1
CHC,AAA,1953,1
CHC,AAA,1958,1
CHC,AAA,1959,1
CHC,AA,2008,1
CHC,AA,2007,1
CHC,AA,2006,1
CHC,AA,2005,1
CHC,AA,1986,1
CHC,AA,1987,1
CHC,AA,1988,1
CHC,AA,1989,1
CHC,AA,1990,1
CHC,AA,1991,1
CHC,AA,1992,1
CHC,AA,1993,1
CHC,AA,1994,1
CHC,AA,1995,1
CHC,AA,1996,1
CHC,AA,1997,1
CHC,AA,1998,1
CHC,AA,1999,1
CHC,AA,2000,1
CHC,AA,2001,1
CHC,AA,2002,1
CHC,AA,2003,1
CHC,AA,2004,1
CHC,AA,1927,1
CHC,A-,2019,1
CHC,A-,2018,1
CHC,A+,2007,1
CHC,A+,1998,1
CHC,A+,1999,1
CHC,A+,2000,1
CHC,A+,2001,1
